TOT_POP,% Asian-alone,GQ_ESTIMATES_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code,0-19 %,20-49 %,50+ %,TOT_POP_log,% Asian-alone_log,GQ_ESTIMATES_2018_log,R_INTERNATIONAL_MIG_2018_log,Civilian_labor_force_2018_log,Employed_2018_log,Total nurse practitioners (2019)_log,Total physician assistants (2019)_log,Total Hospitals (2019)_log,Internal Medicine Primary Care (2019)_log,Family Medicine/General Practice Primary Care (2019)_log,Total Specialist Physicians (2019)_log,Heart disease_prevalence
891299,6.91765614,17439,8.1,5.1,1.5,8.7,27.5,26.4,8.7,10.7,10.3,75022,424137,402190,75022,101.3,359.2120463,225.6755299,10.88162932,443.3081164,522.4364861,1314.90297,39.6,32.1,5.9,10.8,2.7,2,25.748710589824515,41.79068976852886,32.46059964164663,13.700440837935508,2.478021009752154,9.766751028962657,1.8718021769015913,12.95782358380609,12.90469232461736,5.897736242803618,5.441012090633326,2.7651630525708764,6.105480755838012,6.268028452603267,7.185313505302845,6.1
31280,0.578644501,1843,12.9,-1.9,0.1,11.7,42.5,18.4,12.4,17.3,15.8,51487,14901,14381,51487,92.4,16.14043771,3.94980303,0.617010651,12.29814411,15.5327757,40.69465702,44.4,31.9,10.5,13.2,3.4,5,24.168797953964194,34.28708439897698,41.544117647058826,10.350894028432464,1.7189458259154002,7.521859252201629,1.62924053973028,9.60951909544164,9.574010790427302,3.051187685525753,2.1916315242233595,1.725799609756438,2.8505992188705447,3.0220224240350615,3.821981376841964,8.7
117898,0.669222548,4808,9.2,1.7,0.6,12.2,37.6,18.6,16.1,23.0,21.1,53745,52824,49932,53745,79.4,76.0820682,53.65140215,1.001476752,125.0036042,39.09379129,295.0615964,49.2,37.3,9.5,10.8,3.1,3,24.629764711869583,36.582469592359494,38.78776569577092,11.677617531494358,1.735051991583449,8.47907586930311,1.7227665977411035,10.874815561340181,10.81851748994286,4.395461829398581,4.0716114818895885,1.7920055642775174,4.867562174686647,3.78631898546654,5.703987774913994,7.9
64382,1.377714268,1124,12.8,-1.3,-0.3,14.8,30.1,15.8,18.4,26.3,25.1,45086,29116,27594,45086,59.9,25.08741864,12.88549976,0.584298903,36.39742721,24.73586275,95.65412487,43.2,30.0,9.7,13.5,4.0,5,22.843341306576374,32.181355037122174,44.97530365630145,11.07266702836126,1.8528097679606264,7.029087564149662,1.547562508716013,10.279214842380336,10.225534819164793,3.4041070989925304,2.883990315289552,1.7199588925016858,3.723218734214217,3.3923538173668657,4.611690133561001,9.2
12098,0.239709043,1227,13.1,-3.1,0.7,20.8,38.6,11.6,26.1,31.2,29.1,37545,4459,4246,37545,72.3,3.470089745,3.951790974,0.383520087,4.046903955,6.934043168,14.30376515,56.4,41.8,12.1,16.3,4.1,6,24.92147462390478,37.907092081335755,37.17143329475947,9.401208634738603,1.6562659706462792,7.116394144093465,1.7404661748405046,8.403800504061147,8.35490952835879,2.1365411042394706,2.191853621094479,1.6833424514824256,2.2024225947608786,2.4793950863214356,2.9603001623763676,11.2
429899,1.769718004,9824,10.3,2.2,1.1,10.8,29.7,26.3,18.7,25.0,23.4,47865,209136,198144,47865,85.2,222.0944388,82.23268177,7.134678114,290.7565215,198.8147932,837.8465814,48.0,37.3,9.5,12.6,3.3,3,25.428530887487526,38.314580866668685,36.25688824584379,12.971317206930502,1.912459432290024,9.19309247856663,1.8082887711792655,12.250763944627234,12.19677455192404,5.425365960920883,4.46857905163872,2.4960673134044273,5.689536553333895,5.317211705004179,6.736784950217617,8.1
86184,0.467604196,2092,13.0,-3.3,0.5,9.8,43.4,21.4,15.8,23.0,22.0,48418,40823,38741,48418,79.5,47.1260814,38.14904404,1.339153248,69.82439248,48.47869347,180.126206,46.3,34.4,9.2,12.4,3.4,5,22.185092360530955,33.727838113803024,44.08706952566602,11.364297838300093,1.6988405307260173,7.64826303090192,1.7047480922384253,10.61712339952339,10.56478280364689,3.953665426186738,3.764660262938719,1.8467452024317994,4.3151439344943086,3.9792833216810184,5.2210377870839615,8.7
26746,0.631870186,2565,10.2,1.2,0.4,17.4,31.8,13.4,28.6,34.3,32.6,38097,8927,8366,38097,80.4,13.04478703,6.790437085,0.523323159,12.49593591,14.48711671,36.93895662,54.3,40.1,9.5,16.9,4.4,5,26.082404845584385,38.96283556419652,34.9547595902191,10.19432713480299,1.7284415692293054,7.851661177889265,1.6863989535702288,9.097395612960048,9.032528630660057,2.8928568358638422,2.4672887863811948,1.7089797007046943,2.861968620244758,2.969753565685015,3.736215147243474,9.3
44191,0.685659976,2575,13.1,-2.8,0.2,18.5,39.3,14.7,19.3,28.2,27.5,38525,18286,17608,38525,69.5,25.64404083,12.64151625,0.450223047,24.05684898,17.17901764,60.38175731,53.0,35.6,11.7,14.5,3.9,6,23.280758525491617,34.79894096082913,41.92030051367926,10.696389566233066,1.7379472112296594,7.855544677915663,1.6486586255873816,9.814164414575925,9.776392544732296,3.422438217051546,2.870255002100127,1.6956565338927503,3.3692542207420235,3.0991466905897065,4.180243279338028,10.4
514213,2.616425489,10941,8.6,3.6,2.7,12.2,24.7,34.2,11.1,14.6,13.4,61162,248725,241431,61162,116.6,214.5197736,106.0967669,6.97871965,216.1380274,236.7707638,652.5608577,42.5,32.3,6.8,11.3,3.0,3,25.464155904265354,39.643299566522046,34.8925445292126,13.150402579035543,2.0303071637068792,9.300729371703863,2.0412203288596382,12.424123249778374,12.39435970660135,5.39144231319588,4.710401595412066,2.4831317130192807,5.398787064933384,5.487990020200432,6.488537319008121,6.7
43093,0.909660502,3167,9.4,4.3,0.2,22.6,38.6,13.2,23.9,31.4,34.0,39480,18709,17864,39480,67.3,19.72463407,13.62904622,0.593992096,20.39236312,13.97315199,52.38600634,47.3,34.5,9.6,14.7,3.5,5,27.222518738542224,41.178381639709464,31.599099621748312,10.671231871302856,1.7765883850979478,8.06211758275474,1.6486586255873816,9.837027185835858,9.790822646878661,3.2078000773992548,2.924721987382383,1.7216931818363315,3.2344484642489086,2.943024926707444,4.049800481617361,7.9
6468,0.510204082,66,9.6,1.6,0.0,7.2,37.4,20.5,10.2,12.3,11.3,52292,3316,3216,52292,87.6,3.50343239,2.755809976,0.31178872,2.997194791,4.224234269,9.202796086,46.5,38.0,7.3,10.9,3.1,4,26.19047619047619,31.75633889919604,42.053184910327765,8.77539495854551,1.7066016609544148,4.2626798770413155,1.6094379124341003,8.108021221376747,8.0774471493312,2.1404698925749526,2.0484422368224044,1.6699286372867368,2.0790908290623547,2.221834180410936,2.6534388526882733,7.9
80809,3.943867639,314,8.1,4.8,0.5,17.0,34.4,17.6,9.5,15.0,14.4,61413,39665,38362,61413,104.7,36.98809446,25.55750577,1.11386785,38.24023556,26.20278094,98.23546251,43.9,33.2,8.1,11.8,2.9,2,28.13919241668626,41.440928609437066,30.41987897387667,11.29990549682687,2.1909681174436684,5.765191102784844,1.7047480922384253,10.588350513508376,10.554952994101429,3.7373861128614085,3.4196103434936105,1.8105596089072775,3.7667714404897485,3.440507223535662,4.637012422993417,6.7
14874,1.136210838,233,9.2,5.0,1.1,16.8,33.0,16.1,12.9,19.4,18.7,54088,7412,7169,54088,89.2,5.1304228,3.027985901,0.271031427,5.627918345,4.981174137,17.56677496,48.3,36.3,7.9,13.6,3.4,6,27.847250235309936,35.296490520371115,36.85625924431895,9.607706101827697,1.8142074242960176,5.472270673671475,1.8082887711792655,8.911529941736559,8.878218658092228,2.3155430548032334,2.0829336747043485,1.6622260601015486,2.3634843448609018,2.300700732401268,3.1164786900569212,8.4
21792,0.394640235,233,14.0,-2.3,-0.3,12.1,42.5,15.5,16.8,23.9,22.4,44978,9795,9446,44978,82.7,12.15438626,2.36542782,0.433958187,13.55585778,9.732045889,38.64717784,52.7,35.9,11.5,14.0,3.7,6,24.09599853157122,32.66795154185022,43.23604992657856,9.989527624628513,1.6854059115931417,5.472270673671475,1.547562508716013,9.190137664658664,9.153875834995056,2.842253899511877,1.9967971364827977,1.6926678162745148,2.9207855224928054,2.6900251134978697,3.7761386258998995,10.0
258111,1.476883976,1277,9.2,2.7,0.3,9.8,26.3,33.5,11.8,17.0,15.4,67054,117656,112728,67054,139.6,130.9393315,42.48327717,8.75144432,138.8599425,99.25688748,415.0289385,42.4,30.8,7.9,11.7,3.0,2,26.19996823072244,36.04534483226209,37.75468693701547,12.461164375261484,1.8682395268089018,7.156176637480615,1.667706820558076,11.675562887447432,11.632777469943857,4.91220869429569,3.8603775894741252,2.6211438600506582,4.968840204744983,4.646857925451022,6.040323610094312,7.5
45815,0.650441995,774,11.9,-3.9,0.0,10.9,37.7,21.8,12.6,22.9,21.4,48580,18578,17795,48580,89.3,25.55310235,4.97302109,0.912343719,28.49952387,20.46042963,81.25093855,47.6,31.5,11.1,14.5,3.8,6,19.408490668994872,28.01047691803994,52.581032412965186,10.732475956007487,1.7317337713021448,6.658011045870748,1.6094379124341003,9.830002463273651,9.786953736280177,3.4194662303799275,2.2998835561272113,1.777042321164272,3.511531225894197,3.2371254676923047,4.457260937591394,10.2
49565,0.766670029,738,11.5,3.0,0.2,21.7,29.4,16.1,20.0,27.7,25.4,46259,23633,22760,46259,76.3,17.09623545,10.0902327,0.903164762,18.75405222,16.59889042,58.53820094,53.1,38.1,9.2,15.2,3.7,5,29.058811661454655,35.077171391102596,35.86401694744275,10.811141091014619,1.7520947958990374,6.610696044717759,1.6486586255873816,10.070610865572187,10.032979547768882,3.0954072523849647,2.7140476934693405,1.7754886074394196,3.167753135716223,3.07264194392622,4.151641314622459,9.0
14301,0.181805468,122,13.4,4.6,0.1,13.7,25.2,20.0,24.7,27.7,22.9,42021,4691,4249,42021,64.4,8.598545937,4.27105017,0.73379276,6.604134844,11.04452181,16.99012468,59.2,45.1,10.6,18.3,4.3,6,36.556884133976645,34.10950283196979,29.333613034053563,9.56843430866833,1.6451535414893101,4.844187086458591,1.62924053973028,8.454466361507933,8.355614995760183,2.609962870628982,2.2268966601084235,1.7463772244989952,2.4513614866673383,2.7753674710637894,3.090593474400528,10.3
20192,0.326862124,1037,12.1,-0.4,0.0,20.5,40.6,13.5,26.2,36.9,33.0,35103,8318,7799,35103,73.1,10.24337196,3.3234629,0.684624691,10.86300064,7.764857259,32.46767603,55.2,40.9,12.1,16.7,4.2,6,25.817155309033282,36.81160855784469,37.371236133122025,9.913289357508388,1.6727623451144533,6.948897222313312,1.6094379124341003,9.026778045746095,8.962391701743002,2.7241447830025796,2.1190783821824284,1.737765107609006,2.763989393771775,2.5466958684139263,3.6234785887310887,10.2
58812,0.641025641,1184,11.4,0.3,0.9,7.7,29.3,25.1,10.3,14.0,12.4,53778,31441,30313,53778,76.5,30.1859128,18.99197014,1.331114905,33.69712141,36.74715635,98.34528465,44.4,32.1,6.4,10.9,3.2,5,23.9032850438686,29.896959804121607,46.19975515200979,10.982186207747102,1.7300659002181695,7.080867896690782,1.7749523509116738,10.35602706803022,10.319496874519963,3.5606457979553854,3.1777191968644063,1.8454763509787124,3.6557652150987026,3.731631337599934,4.638075660026448,8.2
4276,1.356407858,1629,7.9,-3.3,7.0,37.9,28.1,11.9,26.6,25.7,24.0,40987,1120,1080,40987,67.6,1.474901701,0.870489963,0.077916524,1.617922472,1.431995469,5.050123015,51.0,38.8,8.1,15.0,3.5,6,13.33021515434986,51.23947614593077,35.43030869971936,8.361941906144946,1.8494634155899266,7.3987862754199485,2.4849066497880004,7.025538314638521,6.98933526597456,1.8679334261576228,1.7699380993515517,1.6249010443919534,1.8897814947133653,1.8612848274298996,2.3075848747286805,8.9
16378,0.90365124,147,11.3,-1.6,0.7,19.6,43.2,11.1,17.6,25.8,24.5,44424,6667,6278,44424,89.1,8.500835231,1.792647556,0.338425053,7.656447971,6.259188101,21.25041271,54.3,34.9,11.8,17.3,4.1,6,24.380266210770547,34.931005006716326,40.688728782513124,9.703999490820264,1.7755710137376448,5.0238805208462765,1.7404661748405046,8.805674944038582,8.745602852402946,2.602751552493541,1.9158407854537822,1.6749306755754174,2.538166806337562,2.421184515404948,3.2676817111997534,10.4
74615,0.80144743,1679,12.5,-2.2,0.6,8.1,37.8,22.7,10.6,16.9,16.3,53135,37757,35641,53135,94.6,38.54760433,14.27263508,1.238323438,50.46487163,34.50709538,145.4200235,48.0,37.0,9.6,13.5,3.3,5,22.1952690477786,33.87790658714736,43.92682436507405,11.220163846775149,1.7581074433147827,7.428927194802272,1.7227665977411035,10.539058584958477,10.481392217583796,3.7738546921413385,2.958686218277295,1.830711466472758,4.01574987675542,3.67648028564898,5.013431537627469,8.9
122083,0.931333601,3817,11.1,-1.8,0.1,8.3,32.9,27.1,11.2,15.0,13.4,52154,62541,60517,52154,93.8,100.3368938,50.71573904,3.101322172,73.42836318,101.9787702,204.6872633,45.5,32.4,8.7,10.8,3.2,5,21.70982036811022,35.19245103740898,43.097728594480806,11.712497375170711,1.7802490782820362,8.248529124800218,1.62924053973028,11.043657565009315,11.01076221428289,4.6571637262462655,4.020262675061495,2.092027279468756,4.362185637186576,4.672630405430374,5.345617198342711,8.3
39272,4.158178855,142,6.4,3.1,0.4,5.5,19.6,51.1,5.7,6.9,6.0,99497,19687,19105,99497,169.7,17.97567654,12.4205765,0.541323593,18.58419893,12.73417086,47.74100761,34.4,26.8,5.8,9.4,2.5,4,29.328783866367896,35.865247504583415,34.805968629048685,10.578394384806286,2.2146473439633936,4.990432586778736,1.6863989535702288,9.887967740878091,9.857967037234319,3.1344361145981914,2.8576520650214188,1.7122333879273517,3.1605769509272545,2.8754933355116057,3.9653932859758574,5.8
21623,0.846321047,2424,10.8,-0.7,1.7,22.6,43.3,7.4,21.6,29.8,30.0,42307,8735,8399,42307,76.3,12.54782863,6.185592219,0.220297639,11.77120331,8.405826945,29.54526348,53.3,37.6,12.8,15.0,3.9,6,21.823983721037784,37.97345419229524,40.20256208666697,9.981744050501895,1.7658125825605548,7.795234929002173,1.9021075263969205,9.07566546864958,9.036463061964891,2.864930217471007,2.414626541148822,1.6525544192345452,2.8196633269878353,2.5956894590802553,3.5422704490646604,10.6
77516,1.117188709,4186,8.4,4.0,1.4,17.8,28.5,16.2,15.8,21.5,19.8,53917,36813,34994,53917,85.4,38.86238833,21.41963146,1.128322555,47.51902695,36.58724613,113.9790752,46.6,34.6,8.8,12.4,3.3,5,27.715568398782185,39.03452190515507,33.24990969606275,11.258304146378245,1.811102629711013,8.340694647925071,1.8562979903656263,10.513742135006508,10.463074768634808,3.7810571949955767,3.2741073497160396,1.812921067312842,3.9611755220352416,3.7277935368474533,4.778947638994638,7.8
28523,0.978157978,449,10.3,1.5,0.5,10.6,43.5,18.1,11.1,15.0,14.7,57436,14080,13573,57436,103.1,14.71782943,3.601669815,0.562627711,11.21419324,14.16372639,37.10785493,45.9,33.9,10.0,12.5,3.1,6,26.049153314868704,35.36794867300074,38.58289801213056,10.25864134010292,1.788112490076639,6.118097198041348,1.7047480922384253,9.552865680310473,9.516206114861593,2.9815232736437838,2.151956348946852,1.7160706065096973,2.7858869845899683,2.953019241628201,3.740234301194581,8.0
564751,6.084274309,22693,9.8,1.6,2.8,7.2,30.5,38.3,8.8,11.3,11.2,71961,295898,284018,71961,118.2,308.8102385,249.985041,8.775273092,457.5489126,317.6737053,1180.340376,37.3,28.9,6.4,10.6,2.8,2,25.039884834201267,38.02667016083194,36.93344500496679,13.244149058443801,2.405527374890098,10.030032093861085,2.0541237336955462,12.59778697689723,12.556810499779655,5.748788467236394,5.541204880692602,2.6228751800330246,6.136752308333579,5.776641612316828,7.077785249455347,6.2
5506,0.472212132,120,11.7,0.0,0.2,10.2,40.1,14.6,11.0,18.1,17.4,51210,3116,3040,51210,85.2,3.352992971,1.488086891,0.205854927,2.229513536,3.769936426,7.12990753,47.9,36.3,8.3,11.8,3.5,6,22.32110424990919,29.513258263712313,48.16563748637849,8.614501373883236,1.6996829463817014,4.8283137373023015,1.6486586255873816,8.045908742270779,8.021256180143997,2.122619914279341,1.8699677092943323,1.6497839396839034,1.9781717498129445,2.171329557327031,2.4956740996787565,8.9
10718,0.289233066,143,13.9,-2.7,0.2,25.5,40.2,12.9,23.0,34.6,34.6,35596,4728,4532,35596,70.9,7.037552127,2.365039672,0.251855137,4.737275205,4.557378678,15.48549302,54.6,39.5,14.5,16.3,3.9,6,24.75275237917522,34.689307706661694,40.55793991416309,9.280146246220145,1.6656732572880377,4.997212273764115,1.6486586255873816,8.462314529906248,8.420021279663963,2.4880311074990837,1.996744436458131,1.658581373615364,2.2759613254361692,2.2573134926025524,3.0197169780755857,11.4
22141,0.600695542,304,10.3,2.8,0.7,8.9,39.3,21.5,8.8,11.6,11.0,65849,12123,11840,65849,109.6,13.48322146,5.983968734,0.827794034,8.965430296,15.15985514,28.67113742,40.5,32.9,7.3,10.6,3.1,4,27.017749875796035,33.67056591843187,39.311684205772096,10.005412172258053,1.7228907939570057,5.733341276897746,1.7404661748405046,9.403272107882152,9.379661116592885,2.9168633724498947,2.396436821957613,1.7626385469397559,2.6365850113821665,3.003693257661479,3.516641014010186,7.6
18256,0.580631025,1191,11.2,-0.5,0.1,14.1,42.2,14.2,16.8,23.8,23.4,42186,6869,6611,42186,76.1,10.59395826,5.222410006,0.185994251,9.938264241,7.096923494,24.94465754,51.0,32.4,12.0,13.7,3.8,3,23.893514460999125,34.67900964066608,41.42747589833479,9.812522917162035,1.719301856916939,7.086737934510577,1.62924053973028,8.835501457409778,8.797246236703527,2.7468835482133116,2.3245823696962655,1.6459615785543464,2.7039259909603754,2.492951163579767,3.3993509293511477,10.4
50224,0.595332909,521,8.6,2.2,0.4,13.4,35.9,20.5,10.9,14.6,14.1,71207,24556,23806,71207,117.4,17.3235414,10.22438913,0.915172944,19.00339996,16.81958383,59.31650568,43.6,33.6,6.9,12.7,3.1,2,26.57096208983753,36.347164702134435,37.081873208028036,10.824347828124653,1.7219328411555161,6.26530121273771,1.6863989535702288,10.108915098044557,10.077902937758985,3.105641789801722,2.7228986899667165,1.777520735210868,3.178195485314407,3.0828079073541077,4.163816296280512,7.4
66994,0.571692987,2294,12.5,-1.2,0.7,19.5,35.0,15.4,19.7,28.4,28.3,42099,29857,28786,42099,80.3,27.94860829,13.82276761,0.909219223,28.15944173,30.84756813,85.01858589,52.7,35.4,9.9,16.5,3.8,3,24.412633967220945,36.13010120309281,39.45726482968624,11.112432972888584,1.717698955153309,7.740229524763182,1.7404661748405046,10.304342048086609,10.267818117285737,3.494949023030711,2.9350671801998445,1.7765137115230452,3.5013274944800172,3.579275730156196,4.500016158898922,9.0
20105,0.184033822,1708,11.7,-0.7,0.9,35.7,34.2,9.5,38.2,47.2,45.0,28146,5221,4852,28146,56.1,13.20115558,4.436380165,0.472433993,8.886258443,8.548805591,29.04794152,61.0,42.9,17.0,18.0,4.2,6,22.994280029843324,41.3031584183039,35.702561551852774,9.908972482766698,1.645583483334246,7.44600149832412,1.7749523509116738,8.561401446080557,8.488176242345745,2.901485085473722,2.244572449521479,1.6997234887615091,2.6308997499251325,2.6062983951747407,3.527769576142516,12.2
191224,0.971112413,1392,8.1,1.2,0.4,4.6,25.9,34.8,5.0,5.5,4.9,84048,102785,99402,84048,148.4,84.55554894,72.36960218,2.754750916,141.8505419,115.2212831,388.4007489,39.5,31.8,7.5,8.9,2.7,2,23.59954817386939,35.1033343095009,41.29711751662971,12.161226941738322,1.7869332438823637,7.242082359256962,1.6863989535702288,11.540443351006967,11.506977812700326,4.494859091299438,4.348593966761922,2.048305676963735,4.989415347797848,4.789334070487016,5.974828809613543,6.9
29533,0.816036298,336,12.2,-0.7,-0.2,19.3,36.6,14.0,15.9,23.0,19.8,47662,12508,12026,47662,81.3,13.51791748,9.340417749,0.407081627,13.97553338,9.576244347,35.90179206,42.2,30.0,9.8,12.2,3.3,2,26.130091761758035,37.92706463955575,35.94284359868622,10.293432848986255,1.7606189812708901,5.831882477283517,1.5686159179138452,9.434523382865056,9.395241931033524,2.918738775811153,2.663081966476582,1.6877095068274364,2.9431504325045443,2.6793931040296735,3.7111738777368,8.2
39138,1.027134754,633,10.5,0.2,0.5,8.4,32.8,20.5,12.7,19.8,18.6,51805,19450,18816,51805,86.2,23.83389737,10.57768702,1.463267372,15.84792967,26.79763382,50.68113347,47.8,35.8,8.0,12.3,3.4,5,24.526036077469467,34.13817773008329,41.33578619244724,10.57497688594327,1.7962717326382194,6.45833828334479,1.7047480922384253,9.875859385418654,9.842728546690564,3.361551687043709,2.745839571141735,1.8661349750676393,3.0372546469117183,3.459391878841605,4.019641372679598,8.3
200482,1.015552518,2946,11.0,0.6,0.5,15.5,31.3,21.4,14.6,21.3,19.5,51740,89580,86663,51740,98.6,83.63723448,41.3651386,2.720871843,84.26816128,92.31247803,254.4212338,49.9,35.2,9.1,13.8,3.4,3,25.304017318262986,36.540936343412376,38.15504633832464,12.208504685721456,1.794348201899679,7.989899374942939,1.7047480922384253,11.402943174233998,11.369840005826598,4.4845520230537765,3.836547853571565,2.043927290691318,4.491644887690021,4.57792722382669,5.558453125895358,8.0
44176,0.957533502,703,11.8,0.8,0.6,17.1,41.6,16.0,19.2,26.8,25.3,42439,19141,18293,42439,84.6,29.0064287,9.747900032,1.038062377,19.52545899,18.78398586,63.8260067,57.4,42.2,13.7,16.2,3.8,5,25.617982614994567,36.27988047808765,38.102136906917785,10.696050111394271,1.7846565534747385,6.56244409369372,1.7227665977411035,9.859849095506299,9.81454704323948,3.526549586154667,2.6911007019382924,1.7980831619699404,3.199711720464883,3.1690124911782975,4.2315816778741135,11.0
11859,0.379458639,148,13.3,-2.8,0.8,20.1,35.8,11.3,21.1,38.7,38.7,36042,4628,4353,36042,66.8,5.387225553,4.84473411,0.127913772,5.773251043,4.59575909,17.1073249,55.6,38.5,11.8,19.5,4.8,6,22.017033476684375,30.626528375073782,47.35643814824184,9.381263883817768,1.6825877443894965,5.030437921392435,1.7578579175523736,8.440959885416648,8.379768515504566,2.3405767389420356,2.2869367041082964,1.6346989043443878,2.377066306620217,2.2613212394101176,3.0959089970473785,11.3
